observed_LST,predicted_LST_3kmCV,residual,x_utm,y_utm,municipality
34.01836,34.34615584691268,-0.3277958469126787,293415.0,671505.0,Patikul
33.285103,33.95218902154736,-0.6670860215473624,293715.0,671505.0,Patikul
34.414936,33.49378702161467,0.9211489783853253,294015.0,671505.0,Patikul
35.277306,34.06798064539342,1.2093253546065839,294315.0,671505.0,Patikul
35.130913,34.531103288229396,0.5998097117706038,294615.0,671505.0,Patikul
34.07975,34.25392382135133,-0.17417382135133153,294915.0,671505.0,Patikul
37.050564,36.017163891984644,1.033400108015357,295215.0,671505.0,Patikul
37.004925,36.04413752761835,0.9607874723816465,295515.0,671505.0,Patikul
37.05911,36.27960201950951,0.7795079804904859,295815.0,671505.0,Patikul
32.93871,36.011211934695524,-3.0725019346955236,280215.0,671205.0,Patikul
31.00996,32.1878905637912,-1.1779305637912003,280515.0,671205.0,Patikul
31.63777,32.751556490394485,-1.1137864903944852,280815.0,671205.0,Patikul
31.969637,33.0399657213414,-1.0703287213414043,281115.0,671205.0,Patikul
32.296093,32.316917900345494,-0.020824900345495223,281415.0,671205.0,Patikul
31.28303,31.725034355848198,-0.44200435584819786,281715.0,671205.0,Patikul
32.205814,32.63736708248041,-0.4315530824804128,282015.0,671205.0,Patikul
33.387436,31.86049550007705,1.5269404999229508,282315.0,671205.0,Patikul
32.114235,32.0005570890987,0.11367791090130197,282615.0,671205.0,Patikul
32.390064,32.992823377274306,-0.6027593772743032,282915.0,671205.0,Patikul
32.981598,31.73401183410393,1.2475861658960667,283215.0,671205.0,Patikul
32.58733,31.842143992369834,0.7451860076301671,283515.0,671205.0,Patikul
32.458817,32.30331660705717,0.1555003929428338,283815.0,671205.0,Patikul
32.577423,32.00949264697804,0.5679303530219642,284115.0,671205.0,Patikul
32.057564,32.619537214784614,-0.561973214784615,284415.0,671205.0,Patikul
32.063984,31.806730521518762,0.2572534784812355,284715.0,671205.0,Patikul
30.204517,31.804079960809723,-1.599562960809724,285015.0,671205.0,Patikul
31.036797,32.45175731138479,-1.4149603113847888,285315.0,671205.0,Patikul
30.855343,31.784253670426008,-0.9289106704260064,285615.0,671205.0,Patikul
30.207804,32.0393233297009,-1.8315193297008996,285915.0,671205.0,Patikul
30.635586,32.7429787296049,-2.1073927296049,286215.0,671205.0,Patikul
30.217344,32.38275815893325,-2.165414158933249,286515.0,671205.0,Patikul
31.07264,31.796919864144304,-0.7242798641443038,286815.0,671205.0,Patikul
30.486748,31.85448823587124,-1.367740235871242,287115.0,671205.0,Patikul
29.73343,30.26287088383462,-0.5294408838346207,287415.0,671205.0,Patikul
30.089407,30.852872203426877,-0.7634652034268754,287715.0,671205.0,Patikul
30.542774,30.197735429647132,0.34503857035286956,288015.0,671205.0,Patikul
30.461624,30.540686776588803,-0.07906277658880256,288315.0,671205.0,Patikul
30.489687,31.304507666704623,-0.8148206667046232,288615.0,671205.0,Patikul
31.596346,30.656081037274433,0.9402649627255677,288915.0,671205.0,Patikul
32.764572,32.58474743324878,0.17982456675122194,289215.0,671205.0,Patikul
32.20951,32.290662233679,-0.08115223367899915,289515.0,671205.0,Patikul
31.484335,31.682672521591392,-0.19833752159139095,289815.0,671205.0,Patikul
31.829453,31.591303573021857,0.23814942697814345,290115.0,671205.0,Patikul
32.56865,31.805864407783247,0.7627855922167512,290415.0,671205.0,Patikul
32.964504,32.75270600898708,0.21179799101291508,290715.0,671205.0,Patikul
32.95354,32.00659598895225,0.9469440110477478,291015.0,671205.0,Patikul
32.89904,30.81122987993559,2.087810120064411,291315.0,671205.0,Patikul
32.467354,32.096375288019,0.3709787119810031,291615.0,671205.0,Patikul
32.56987,33.06646843658356,-0.49659843658356095,291915.0,671205.0,Patikul
32.945877,32.766805790307124,0.1790712096928786,292215.0,671205.0,Patikul
33.01112,32.84928506074645,0.16183493925354497,292515.0,671205.0,Patikul
33.531994,32.914061300498744,0.6179326995012531,292815.0,671205.0,Patikul
32.856842,33.07995029048631,-0.22310829048630865,293115.0,671205.0,Patikul
33.92977,32.24209590615396,1.6876740938460344,293415.0,671205.0,Patikul
33.864536,33.35517132099497,0.5093646790050315,293715.0,671205.0,Patikul
35.33744,36.73267208134983,-1.3952320813498318,294015.0,671205.0,Patikul
33.1199,33.96186571707652,-0.8419657170765191,294315.0,671205.0,Patikul
33.715847,34.75479530728723,-1.0389483072872352,294615.0,671205.0,Patikul
35.24034,34.25266799287163,0.9876720071283742,294915.0,671205.0,Patikul
37.30409,35.61922144174133,1.684868558258671,295215.0,671205.0,Patikul
39.872147,36.30051238786011,3.5716346121398885,295515.0,671205.0,Patikul
38.636185,36.63625824974572,1.999926750254275,295815.0,671205.0,Patikul
41.65902,35.35890633731014,6.30011366268986,296115.0,671205.0,Patikul
33.144737,34.93901317386742,-1.7942761738674236,279915.0,670905.0,Patikul
32.42223,36.84954807473277,-4.427318074732774,280215.0,670905.0,Patikul
31.192827,32.69513803952795,-1.502311039527946,280515.0,670905.0,Patikul
31.542574,32.53363542055991,-0.9910614205599124,280815.0,670905.0,Patikul
31.541582,31.27954443927447,0.26203756072552764,281115.0,670905.0,Patikul
31.718546,31.84380954596833,-0.12526354596833045,281415.0,670905.0,Patikul
33.43648,33.17132583089262,0.2651541691073831,281715.0,670905.0,Patikul
31.837973,31.222598920982538,0.6153740790174638,282015.0,670905.0,Patikul
31.441778,31.505625195179185,-0.06384719517918569,282315.0,670905.0,Patikul
31.453508,31.320692782990506,0.13281521700949384,282615.0,670905.0,Patikul
31.78847,31.91508995415218,-0.1266199541521793,282915.0,670905.0,Patikul
31.834675,30.924534168455217,0.9101408315447834,283215.0,670905.0,Patikul
32.172325,30.930165236713208,1.242159763286793,283515.0,670905.0,Patikul
32.40305,31.85665369727983,0.5463963027201686,283815.0,670905.0,Patikul
32.093132,31.103258089226195,0.9898739107738024,284115.0,670905.0,Patikul
30.972843,31.401432442547335,-0.42858944254733444,284415.0,670905.0,Patikul
30.705097,31.245575757509922,-0.5404787575099235,284715.0,670905.0,Patikul
30.716927,31.46500003200608,-0.7480730320060829,285015.0,670905.0,Patikul
