x_utm,y_utm,municipality,WorldCover_2021,elevation_m,slope_deg,northness,eastness,distance_to_coast_m,block1km_id,block2km_id,block3km_id,block5km_id,MAM_LST_C,MAM_valid_obs,MAM_NDVI,MAM_NDBI,MAM_BSI,JJA_LST_C,JJA_valid_obs,JJA_NDVI,JJA_NDBI,JJA_BSI,DJF_LST_C,DJF_valid_obs,DJF_NDVI,DJF_NDBI,DJF_BSI,GHSL_built_fraction_30m_corrected
303615.0,659505.0,Old Panamao,10.0,31.0,10.0,-0.82903755,-0.5591929,2294.5588,303_659,151_329,101_219,60_131,34.157307,38.0,0.75437534,-0.3329594,-0.25858998,33.695873,36.0,0.7967547,-0.38102934,-0.31555238,33.728344,34.0,0.79093176,-0.3621235,-0.29669777,0.009999999776482582
303915.0,659505.0,Old Panamao,10.0,46.0,7.0,-0.5591929,-0.82903755,2439.0571,303_659,151_329,101_219,60_131,33.125065,42.0,0.82132035,-0.3550093,-0.29974344,32.92511,39.0,0.85143584,-0.40009576,-0.35191727,33.26691,36.0,0.87428004,-0.4147344,-0.37287214,0.07999999821186066
304215.0,659505.0,Old Panamao,10.0,57.0,3.0,0.70710677,-0.70710677,2491.626,304_659,152_329,101_219,60_131,33.128483,42.0,0.81571686,-0.3265299,-0.27349755,33.41047,40.0,0.8555125,-0.37817717,-0.3396786,32.899475,36.0,0.8498555,-0.36434886,-0.3250231,0.0
304515.0,659505.0,Old Panamao,10.0,69.0,2.0,1.0,0.0,2520.3572,304_659,152_329,101_219,60_131,32.294483,50.0,0.81376576,-0.33854154,-0.2820239,31.872358,43.0,0.83741003,-0.39885846,-0.34727192,32.323536,35.0,0.84718853,-0.39665934,-0.34779334,0.0
304815.0,659505.0,Old Panamao,10.0,86.0,2.0,0.8910065,-0.4539905,2583.8345,304_659,152_329,101_219,60_131,31.897995,50.0,0.8197686,-0.35170686,-0.2916672,31.322058,48.0,0.84224755,-0.39278325,-0.34289065,31.31864,38.0,0.8525669,-0.40677562,-0.3571603,0.0
305115.0,659505.0,Old Panamao,10.0,84.0,4.0,0.9702957,0.2419219,2675.556,305_659,152_329,101_219,61_131,32.844784,52.0,0.81542414,-0.37746492,-0.31230733,32.643124,52.0,0.84462035,-0.41313803,-0.35813904,32.193653,34.0,0.83370245,-0.41283026,-0.3550431,0.0
306015.0,659505.0,Old Panamao,10.0,146.0,7.0,0.27563736,-0.9612617,3070.2769,306_659,153_329,102_219,61_131,31.359655,58.0,0.80047166,-0.30585325,-0.25753617,31.063997,46.0,0.8510314,-0.385451,-0.3355643,31.315222,37.0,0.83099353,-0.32789147,-0.28491026,0.0
306315.0,659505.0,Old Panamao,10.0,166.0,3.0,0.94551855,-0.32556817,3246.937,306_659,153_329,102_219,61_131,32.019333,59.0,0.8300312,-0.4214877,-0.36318448,30.898224,51.0,0.84102064,-0.4376099,-0.38958916,31.048616,37.0,0.8512676,-0.4479446,-0.3913547,0.0
306915.0,659505.0,Old Panamao,10.0,196.0,5.0,-0.37460658,-0.92718387,3648.9177,306_659,153_329,102_219,61_131,31.045198,59.0,0.8589978,-0.4542119,-0.3972485,30.064226,49.0,0.87166303,-0.4558008,-0.40913063,30.224873,39.0,0.8743013,-0.48643097,-0.43332896,0.0
307515.0,659505.0,Old Panamao,10.0,254.0,13.0,-0.1391731,-0.99026805,4018.7686,307_659,153_329,102_219,61_131,30.570093,59.0,0.814553,-0.4103631,-0.33844674,29.958267,47.0,0.86004764,-0.45628908,-0.4014411,30.122334,44.0,0.8488698,-0.4465006,-0.38629785,0.0
307815.0,659505.0,Old Panamao,10.0,264.0,3.0,-0.70710677,-0.70710677,4221.907,307_659,153_329,102_219,61_131,30.177021,58.0,0.8498601,-0.4431248,-0.38795993,30.37185,47.0,0.8775057,-0.47746173,-0.43005157,29.862564,47.0,0.8653573,-0.4813079,-0.42967838,0.0
308115.0,659505.0,Old Panamao,10.0,190.0,22.0,-0.087155744,0.9961947,4436.0454,308_659,154_329,102_219,61_131,31.530558,59.0,0.81330365,-0.3722982,-0.31369933,31.366491,45.0,0.85411745,-0.43779492,-0.38363954,31.06058,46.0,0.8497695,-0.4308645,-0.3735128,0.0
308415.0,659505.0,Kalingalan Caluang,10.0,146.0,6.0,-1.0,1.2246469000000002e-16,4659.6675,308_659,154_329,102_219,61_131,31.848433,64.0,0.8455521,-0.43407875,-0.37424845,31.219517,41.0,0.8646913,-0.45758203,-0.40990326,30.821318,52.0,0.8680568,-0.46172562,-0.40961644,0.0
308715.0,659505.0,Kalingalan Caluang,10.0,146.0,4.0,-1.0,1.2246469000000002e-16,4891.472,308_659,154_329,102_219,61_131,32.152637,63.0,0.82487166,-0.3712933,-0.31073087,31.947556,42.0,0.8499008,-0.4047986,-0.3577374,31.123812,53.0,0.84854364,-0.41599417,-0.35927922,0.0
309015.0,659505.0,Kalingalan Caluang,10.0,133.0,4.0,-0.2419219,0.9702957,5130.351,309_659,154_329,103_219,61_131,31.373327,61.0,0.81810534,-0.37350366,-0.31649965,31.453651,46.0,0.84323335,-0.4133046,-0.35773134,31.195591,54.0,0.83944625,-0.41904762,-0.36675957,0.0
309315.0,659505.0,Kalingalan Caluang,10.0,115.0,10.0,-0.5591929,0.82903755,5375.3604,309_659,154_329,103_219,61_131,32.520073,60.0,0.83678436,-0.37784675,-0.32490423,32.323536,43.0,0.8637819,-0.43532118,-0.38920102,32.09795,51.0,0.85300833,-0.4161286,-0.36843434,0.0
309615.0,659505.0,Kalingalan Caluang,10.0,114.0,1.0,-1.0,1.2246469000000002e-16,5625.7,309_659,154_329,103_219,61_131,31.417763,61.0,0.8572709,-0.43010598,-0.37558797,31.510048,43.0,0.8723739,-0.44871435,-0.40805396,31.022982,46.0,0.87696165,-0.45545843,-0.3995978,0.0
309915.0,659505.0,Kalingalan Caluang,10.0,91.0,9.0,-0.60181504,0.7986355,5514.9434,309_659,154_329,103_219,61_131,31.87065,60.0,0.83905023,-0.4175732,-0.35659647,31.140903,45.0,0.86122906,-0.45225793,-0.39409545,30.83328,47.0,0.84273756,-0.4449574,-0.378539,0.0
310215.0,659505.0,Luuk,10.0,95.0,3.0,-0.82903755,0.5591929,5335.7847,310_659,155_329,103_219,62_131,32.027878,58.0,0.8066346,-0.35837573,-0.29822677,31.416054,40.0,0.83686465,-0.41332272,-0.35528094,30.809355,41.0,0.8308819,-0.41052675,-0.35050312,0.0
310515.0,659505.0,Luuk,10.0,90.0,3.0,-0.70710677,0.70710677,5167.059,310_659,155_329,103_219,62_131,31.650188,62.0,0.82019836,-0.35864383,-0.29621053,31.694622,44.0,0.8569852,-0.425423,-0.3742915,30.698269,46.0,0.84569484,-0.4095045,-0.3592864,0.0
310815.0,659505.0,Luuk,10.0,83.0,4.0,6.123234000000001e-17,1.0,5006.0464,310_659,155_329,103_219,62_131,31.968063,62.0,0.8224037,-0.34968433,-0.2956919,31.428017,47.0,0.8657106,-0.40965882,-0.3653043,30.600855,43.0,0.84119546,-0.39059085,-0.33254182,0.0
311115.0,659505.0,Luuk,10.0,69.0,5.0,-1.8369701000000003e-16,-1.0,4858.24,311_659,155_329,103_219,62_131,32.986633,55.0,0.80375934,-0.36328202,-0.29880863,32.337208,46.0,0.83628845,-0.40078938,-0.34339395,31.639933,45.0,0.8155851,-0.39244467,-0.33191425,0.0
311415.0,659505.0,Luuk,10.0,68.0,9.0,-1.0,1.2246469000000002e-16,4724.881,311_659,155_329,103_219,62_131,32.73541,52.0,0.7468223,-0.22937551,-0.17093672,32.552544,47.0,0.830302,-0.34607616,-0.28183243,32.35772,48.0,0.77618223,-0.28737384,-0.22670974,0.0
311715.0,659505.0,Luuk,10.0,70.0,4.0,6.123234000000001e-17,1.0,4607.2227,311_659,155_329,103_219,62_131,31.76982,53.0,0.815722,-0.35060415,-0.29641092,32.050095,49.0,0.8450755,-0.4001338,-0.34580284,30.303488,50.0,0.83684814,-0.38523862,-0.3267832,0.0
312015.0,659505.0,Luuk,10.0,68.0,3.0,0.309017,0.95105654,4506.495,312_659,156_329,104_219,62_131,32.156055,49.0,0.7946779,-0.339061,-0.2799017,31.395546,46.0,0.8454932,-0.39900717,-0.34759492,30.860624,49.0,0.8440822,-0.3755331,-0.32480016,0.0
312315.0,659505.0,Luuk,10.0,59.0,3.0,0.82903755,-0.5591929,4423.856,312_659,156_329,104_219,62_131,32.385063,48.0,0.802713,-0.33154947,-0.27672768,31.872358,47.0,0.84027654,-0.4015543,-0.3438189,30.173603,48.0,0.83117,-0.38311255,-0.33079416,0.0
312615.0,659505.0,Luuk,10.0,62.0,5.0,0.92718387,-0.37460658,4351.241,312_659,156_329,104_219,62_131,32.31499,46.0,0.7449004,-0.26167226,-0.19464323,32.504692,47.0,0.8144054,-0.36197513,-0.3016403,30.647,48.0,0.7886199,-0.32856372,-0.2614405,0.0
312915.0,659505.0,Luuk,10.0,60.0,6.0,0.94551855,0.32556817,4279.077,312_659,156_329,104_219,62_131,32.961,46.0,0.82662344,-0.35182494,-0.29534376,32.34234,52.0,0.86163276,-0.41427407,-0.3714275,31.838179,45.0,0.8531465,-0.3931577,-0.32444403,0.0
313215.0,659505.0,Luuk,10.0,44.0,2.0,0.43837115,0.89879405,4221.907,313_659,156_329,104_219,62_131,32.127003,56.0,0.76172024,-0.30444634,-0.23026614,31.882612,45.0,0.8159463,-0.37263978,-0.31422013,31.359655,49.0,0.794011,-0.3467504,-0.27667588,0.0
313515.0,659505.0,Luuk,10.0,40.0,2.0,6.123234000000001e-17,1.0,4146.625,313_659,156_329,104_219,62_131,34.68881,57.0,0.7650801,-0.3585531,-0.2799463,32.86017,47.0,0.81804484,-0.4214862,-0.361465,33.99495,51.0,0.7951276,-0.41364855,-0.33274984,0.0
313815.0,659505.0,Luuk,30.0,41.0,5.0,0.8571673,-0.5150381,4067.739,313_659,156_329,104_219,62_131,34.521324,59.0,0.65596193,-0.19252919,-0.11740809,33.246403,45.0,0.72413385,-0.28122538,-0.20966549,32.979797,51.0,0.70002663,-0.24538353,-0.16894434,0.0
314115.0,659505.0,Luuk,10.0,52.0,3.0,0.5591929,-0.82903755,4009.8005,314_659,157_329,104_219,62_131,34.193195,57.0,0.80430496,-0.3344234,-0.27352566,32.400444,50.0,0.8515359,-0.38324007,-0.3340688,31.315222,49.0,0.8209357,-0.37042686,-0.31015494,0.0
314415.0,659505.0,Luuk,10.0,52.0,4.0,0.43837115,0.89879405,3965.9048,314_659,157_329,104_219,62_131,34.222248,58.0,0.78808004,-0.30481145,-0.24676105,32.66705,56.0,0.83430094,-0.3951821,-0.3356575,31.568155,46.0,0.8261249,-0.38449648,-0.32562965,0.0
314715.0,659505.0,Luuk,10.0,42.0,3.0,0.94551855,0.32556817,3922.5503,314_659,157_329,104_219,62_131,33.888992,55.0,0.8070422,-0.2927904,-0.24654873,32.087696,57.0,0.8560985,-0.3933832,-0.34188378,32.171436,48.0,0.83150005,-0.35486722,-0.30593377,0.0
315015.0,659505.0,Luuk,10.0,46.0,3.0,0.309017,-0.95105654,3901.8457,315_659,157_329,105_219,63_131,34.21712,57.0,0.78312826,-0.26824263,-0.21404576,32.04155,50.0,0.83582485,-0.3893102,-0.33221924,32.094532,47.0,0.8164891,-0.3438643,-0.27792594,0.0
315315.0,659505.0,Omar,10.0,39.0,5.0,0.37460658,0.92718387,3901.8457,315_659,157_329,105_219,63_131,,,0.8251059,-0.3788018,-0.3253239,,,0.87280977,-0.4486798,-0.40104336,,,0.85806096,-0.4362887,-0.38733748,0.0
315915.0,659505.0,Omar,10.0,32.0,3.0,0.5591929,0.82903755,3861.7354,315_659,157_329,105_219,63_131,32.737118,54.0,0.81988096,-0.33626777,-0.28827834,31.981735,51.0,0.86741483,-0.42283142,-0.37932304,30.134296,54.0,0.83369946,-0.38771802,-0.33659077,0.0
316215.0,659505.0,Omar,10.0,31.0,1.0,1.0,0.0,3660.7375,316_659,158_329,105_219,63_131,32.306446,57.0,0.8064852,-0.36024433,-0.28733367,32.273975,50.0,0.8583072,-0.41139984,-0.36334947,30.494896,48.0,0.8290639,-0.39064327,-0.3401752,0.0
316515.0,659505.0,Omar,10.0,31.0,5.0,0.98162717,-0.190809,3474.0466,316_659,158_329,105_219,63_131,32.366264,56.0,0.7682565,-0.27990687,-0.21891849,32.808895,51.0,0.8245253,-0.34711978,-0.29984015,30.238544,51.0,0.81465334,-0.3505625,-0.29791155,0.0
316815.0,659505.0,Omar,10.0,21.0,4.0,0.43837115,0.89879405,3304.0884,316_659,158_329,105_219,63_131,32.446587,53.0,0.82723117,-0.366497,-0.30753917,32.586723,51.0,0.86011934,-0.41159824,-0.36754617,30.621363,51.0,0.83028173,-0.39212498,-0.33246976,0.0
317115.0,659505.0,Omar,10.0,29.0,8.0,-1.8369701000000003e-16,-1.0,3153.5693,317_659,158_329,105_219,63_131,32.720028,53.0,0.86374205,-0.41489133,-0.36854124,31.496376,51.0,0.8758103,-0.45905796,-0.4133355,31.134068,51.0,0.8645264,-0.42795774,-0.37833259,0.0
317415.0,659505.0,Omar,10.0,24.0,1.0,-1.8369701000000003e-16,-1.0,3025.3926,317_659,158_329,105_219,63_131,33.330143,56.0,0.81009,-0.37349996,-0.3150904,31.85185,48.0,0.85179913,-0.4222007,-0.37162253,30.823027,56.0,0.8248177,-0.40583444,-0.34113201,0.0
317715.0,659505.0,Omar,10.0,27.0,6.0,0.309017,-0.95105654,2922.499,317_659,158_329,105_219,63_131,34.177814,54.0,0.7898921,-0.34193334,-0.28052723,32.882385,48.0,0.8435402,-0.420913,-0.3619878,32.778133,57.0,0.8219988,-0.39364147,-0.33105442,0.0
318015.0,659505.0,Omar,10.0,25.0,1.0,6.123234000000001e-17,1.0,2847.6306,318_659,159_329,106_219,63_131,33.502754,49.0,0.7979985,-0.3128087,-0.24759826,32.484184,49.0,0.8665807,-0.4056203,-0.36195582,32.95929,51.0,0.8352153,-0.36810836,-0.3269668,0.0
318315.0,659505.0,Omar,10.0,30.0,4.0,0.43837115,-0.89879405,2803.0342,318_659,159_329,106_219,63_131,33.1319,54.0,0.81915396,-0.3692048,-0.3150252,32.292774,52.0,0.8619934,-0.4319822,-0.38312337,32.308155,50.0,0.84113705,-0.4116021,-0.36066273,0.0
318615.0,659505.0,Omar,10.0,46.0,5.0,-0.5150381,-0.8571673,2790.1614,318_659,159_329,106_219,63_131,32.78668,54.0,0.8136393,-0.3709088,-0.30414605,31.339148,53.0,0.8412003,-0.42418483,-0.36424452,30.908478,51.0,0.8518038,-0.43559173,-0.37783822,0.0
318915.0,659505.0,Omar,10.0,58.0,1.0,-0.70710677,-0.70710677,2791.4512,318_659,159_329,106_219,63_131,33.76594,57.0,0.8017592,-0.35857925,-0.295749,30.966583,54.0,0.85465586,-0.43848184,-0.3816998,31.359655,56.0,0.85346204,-0.44318935,-0.38007608,0.0
319215.0,659505.0,Omar,10.0,50.0,6.0,-0.9848077,-0.17364818,2817.1262,319_659,159_329,106_219,63_131,34.02742,62.0,0.78933465,-0.3218887,-0.261555,32.118458,50.0,0.8536799,-0.40831387,-0.35951027,32.83624,53.0,0.8095981,-0.35715997,-0.29217502,0.0
319515.0,659505.0,Omar,10.0,55.0,3.0,0.5591929,0.82903755,2874.0564,319_659,159_329,106_219,63_131,33.338688,59.0,0.8014282,-0.33511797,-0.2735805,31.45536,47.0,0.8597236,-0.4073682,-0.3594019,31.981735,53.0,0.8324714,-0.3624239,-0.30770227,0.0
319815.0,659505.0,Omar,10.0,65.0,2.0,0.8910065,-0.4539905,2919.726,319_659,159_329,106_219,63_131,33.59504,55.0,0.84343666,-0.46505046,-0.39714465,31.704876,44.0,0.8694145,-0.4929934,-0.44058096,31.257114,53.0,0.8575354,-0.48095843,-0.41809896,0.0
320115.0,659505.0,Omar,10.0,70.0,5.0,0.98162717,0.190809,2952.3718,320_659,160_329,106_219,64_131,32.545708,61.0,0.82633793,-0.3882365,-0.32853955,31.564737,45.0,0.86949855,-0.4429522,-0.39082024,30.583765,51.0,0.86552674,-0.44226804,-0.39306092,0.03999999910593033
320415.0,659505.0,Omar,10.0,82.0,5.0,0.7986355,-0.60181504,2820.6382,320_659,160_329,106_219,64_131,32.918274,59.0,0.7818598,-0.3451704,-0.28038928,32.06035,42.0,0.857019,-0.4422269,-0.38859934,31.315222,47.0,0.81884086,-0.41054946,-0.34320843,0.0
320715.0,659505.0,Omar,10.0,90.0,3.0,-0.94551855,-0.32556817,2713.3005,320_659,160_329,106_219,64_131,32.918274,63.0,0.7747218,-0.33104214,-0.265158,31.824507,46.0,0.8477364,-0.42322475,-0.36442846,31.017855,53.0,0.81040996,-0.38519415,-0.3269312,0.0
321015.0,659505.0,Omar,10.0,98.0,9.0,-1.8369701000000003e-16,-1.0,2635.906,321_659,160_329,107_219,64_131,32.2979,60.0,0.75270754,-0.2992405,-0.23460032,31.945847,42.0,0.8301807,-0.4092444,-0.3564508,30.734158,46.0,0.8154449,-0.3784947,-0.31891158,0.0
321315.0,659505.0,Omar,10.0,129.0,5.0,-0.37460658,-0.92718387,2578.7788,321_659,160_329,107_219,64_131,32.38848,59.0,0.84338975,-0.42632163,-0.36950567,31.756145,46.0,0.85720265,-0.463601,-0.41032916,30.417992,46.0,0.86818403,-0.49235928,-0.4351426,0.0
321615.0,659505.0,Omar,10.0,136.0,4.0,-0.2419219,-0.9702957,2443.1128,321_659,160_329,107_219,64_131,32.7525,56.0,0.78602326,-0.37623677,-0.30031738,30.67947,42.0,0.8634187,-0.45571262,-0.39702153,30.874296,44.0,0.8405681,-0.44264862,-0.37579286,0.0
321915.0,659505.0,Omar,10.0,158.0,5.0,-0.8571673,-0.5150381,2333.8381,321_659,160_329,107_219,64_131,32.015915,56.0,0.7965266,-0.39403194,-0.32372382,28.854248,43.0,0.8295105,-0.43486002,-0.36881274,31.02469,43.0,0.8364809,-0.43085197,-0.364343,0.0
322215.0,659505.0,Omar,10.0,179.0,1.0,0.70710677,-0.70710677,2259.3804,322_659,161_329,107_219,64_131,31.824507,50.0,0.77567935,-0.2585117,-0.20958142,28.912354,46.0,0.82772464,-0.35336864,-0.30969992,30.301779,42.0,0.8101937,-0.3166199,-0.25907782,0.0
322515.0,659505.0,Omar,10.0,214.0,11.0,0.9848077,-0.17364818,2223.241,322_659,161_329,107_219,64_131,30.717068,48.0,0.8411053,-0.40581867,-0.35291436,29.001223,40.0,0.86916035,-0.4531131,-0.4001929,28.772215,46.0,0.8549172,-0.4397602,-0.37715653,0.0
322815.0,659505.0,Omar,10.0,220.0,8.0,0.57357645,-0.81915206,2227.2854,322_659,161_329,107_219,64_131,30.036882,49.0,0.8285197,-0.36411315,-0.3109385,29.197758,40.0,0.8829167,-0.45508674,-0.4071147,29.722424,47.0,0.85863847,-0.39577743,-0.34972164,0.0
323115.0,659505.0,Omar,10.0,245.0,5.0,0.37460658,-0.92718387,2250.2,323_659,161_329,107_219,64_131,29.773695,53.0,0.81623137,-0.3888134,-0.32303217,28.266348,37.0,0.8563796,-0.45956716,-0.40827048,30.296652,46.0,0.83710784,-0.4109053,-0.3524141,0.0
323415.0,659505.0,Omar,10.0,199.0,8.0,-0.8910065,-0.4539905,2185.063,323_659,161_329,107_219,64_131,30.826445,51.0,0.78823745,-0.2798206,-0.23082106,28.45092,36.0,0.8722911,-0.38295543,-0.34782562,30.665798,45.0,0.84017897,-0.3412275,-0.2862355,0.0
323715.0,659505.0,Omar,10.0,193.0,5.0,-0.70710677,0.70710677,1946.9977,323_659,161_329,107_219,64_131,30.720486,50.0,0.8505066,-0.3785501,-0.33901513,28.979006,40.0,0.8674596,-0.42791843,-0.38666815,29.625011,44.0,0.86879194,-0.41608784,-0.3770724,0.0
324015.0,659505.0,Omar,10.0,206.0,7.0,-0.1391731,-0.99026805,1698.3816,324_659,162_329,108_219,64_131,30.970001,53.0,0.8449996,-0.37186185,-0.33285737,29.41822,46.0,0.8841192,-0.42028385,-0.38464537,30.2112,45.0,0.8764077,-0.3992481,-0.3601449,0.0
324315.0,659505.0,Omar,10.0,205.0,1.0,-1.8369701000000003e-16,-1.0,1459.863,324_659,162_329,108_219,64_131,32.019333,51.0,0.80861557,-0.35720822,-0.30199164,29.189213,43.0,0.87320834,-0.440702,-0.39331332,30.756376,44.0,0.83457386,-0.4064515,-0.34527344,0.0
324615.0,659505.0,Omar,10.0,167.0,4.0,0.2419219,0.9702957,1164.9893,324_659,162_329,108_219,64_131,32.44317,49.0,0.8423583,-0.3819502,-0.33601776,29.95485,47.0,0.8796201,-0.43629077,-0.39388207,31.00418,44.0,0.8538109,-0.39205036,-0.35801697,0.0
324915.0,659505.0,Omar,10.0,104.0,7.0,-0.12186934,0.99254614,870.5171,324_659,162_329,108_219,64_131,32.791805,49.0,0.8364442,-0.38050273,-0.33686912,30.602564,42.0,0.8844892,-0.4481985,-0.40913472,31.322058,45.0,0.8570868,-0.4063039,-0.37181985,0.0
325215.0,659505.0,Omar,10.0,84.0,13.0,0.35836795,0.9335804,570.78894,325_659,162_329,108_219,65_131,33.61555,49.0,0.8289932,-0.35446024,-0.2981479,31.132359,42.0,0.88012713,-0.4260215,-0.38798097,31.585245,41.0,0.8713558,-0.40822944,-0.36963078,0.0
325515.0,659505.0,Omar,10.0,47.0,8.0,-0.34202015,0.9396926,271.66156,325_659,162_329,108_219,65_131,34.548668,46.0,0.8298689,-0.36409128,-0.309521,31.809126,42.0,0.8697691,-0.427606,-0.38068333,32.138966,40.0,0.87434906,-0.41339064,-0.3740103,0.0
265215.0,659205.0,Parang,10.0,17.0,2.0,0.8910065,0.4539905,150.0,265_659,132_329,88_219,53_131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265515.0,659205.0,Parang,10.0,21.0,1.0,1.0,0.0,339.41125,265_659,132_329,88_219,53_131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265815.0,659205.0,Parang,10.0,27.0,2.0,0.43837115,-0.89879405,590.93146,265_659,132_329,88_219,53_131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266115.0,659205.0,Parang,10.0,25.0,1.0,0.70710677,-0.70710677,829.759,266_659,133_329,88_219,53_131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266415.0,659205.0,Parang,10.0,32.0,2.0,-1.8369701000000003e-16,-1.0,1068.2697,266_659,133_329,88_219,53_131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266715.0,659205.0,Parang,10.0,33.0,3.0,0.70710677,0.70710677,1308.0138,266_659,133_329,88_219,53_131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267015.0,659205.0,Parang,10.0,41.0,1.0,0.70710677,0.70710677,1555.6671,267_659,133_329,89_219,53_131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267315.0,659205.0,Parang,10.0,51.0,1.0,1.0,0.0,1797.2479,267_659,133_329,89_219,53_131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267615.0,659205.0,Parang,10.0,57.0,1.0,-1.0,1.2246469000000002e-16,2054.288,267_659,133_329,89_219,53_131,30.269308,35.0,0.83388126,-0.38437846,-0.3205752,29.872818,28.0,0.8514385,-0.40855604,-0.35481486,31.079378,24.0,0.85779953,-0.41038677,-0.36412907,0.0
267915.0,659205.0,Parang,10.0,65.0,2.0,-1.0,1.2246469000000002e-16,2321.0774,267_659,133_329,89_219,53_131,31.475868,31.0,0.7741282,-0.30726975,-0.24862948,30.125751,29.0,0.81150556,-0.3674883,-0.31118187,31.00418,23.0,0.8199842,-0.3948065,-0.3262106,0.0
268215.0,659205.0,Parang,10.0,72.0,7.0,0.1391731,-0.99026805,2592.1807,268_659,134_329,89_219,53_131,30.19411,31.0,0.8132063,-0.35117498,-0.27786645,30.539331,31.0,0.82403547,-0.38806066,-0.32308745,30.417992,24.0,0.8413851,-0.40684777,-0.3473573,0.0
268515.0,659205.0,Parang,10.0,77.0,2.0,0.43837115,-0.89879405,2855.6785,268_659,134_329,89_219,53_131,30.621363,29.0,0.8572171,-0.44691047,-0.3947894,30.515406,31.0,0.8643403,-0.47437778,-0.4198758,30.785429,25.0,0.8787309,-0.48110595,-0.43723205,0.0
268815.0,659205.0,Parang,10.0,77.0,3.0,0.309017,0.95105654,3114.9478,268_659,134_329,89_219,53_131,29.934341,27.0,0.7650202,-0.28319746,-0.22644831,30.76663,28.0,0.8395505,-0.34172142,-0.28354296,30.966583,20.0,0.835677,-0.34729666,-0.29711172,0.0
269115.0,659205.0,Parang,10.0,87.0,10.0,0.17364818,-0.9848077,3380.9614,269_659,134_329,89_219,53_131,30.086443,28.0,0.85193527,-0.39660844,-0.34860435,30.38723,24.0,0.86324334,-0.44153842,-0.3847513,30.522242,21.0,0.86769706,-0.42906263,-0.382733,0.0
269415.0,659205.0,Parang,10.0,99.0,3.0,-0.70710677,-0.70710677,3649.2876,269_659,134_329,89_219,53_131,30.770048,28.0,0.7971509,-0.36553025,-0.29528117,29.912125,22.0,0.8196787,-0.39686614,-0.33720255,30.573511,19.0,0.8238004,-0.3945839,-0.3244916,0.0
269715.0,659205.0,Indanan,10.0,99.0,7.0,-0.92050487,-0.39073113,3918.418,269_659,134_329,89_219,53_131,29.260992,28.0,0.83663327,-0.35014483,-0.30438372,29.459236,23.0,0.87221646,-0.40708718,-0.35689768,29.975357,19.0,0.87148577,-0.4009394,-0.35983536,0.0
270015.0,659205.0,Indanan,10.0,110.0,4.0,-0.8910065,-0.4539905,4191.42,270_659,135_329,90_219,54_131,29.932632,22.0,0.83491075,-0.36265236,-0.31416497,28.907227,26.0,0.85460526,-0.402836,-0.3574457,29.664318,20.0,0.8606839,-0.39426428,-0.3521349,0.0
270315.0,659205.0,Indanan,10.0,120.0,3.0,-0.70710677,-0.70710677,4467.8853,270_659,135_329,90_219,54_131,31.880903,24.0,0.84373987,-0.3535312,-0.30358955,31.021273,23.0,0.8609255,-0.3991285,-0.3525863,30.669216,17.0,0.8419934,-0.39496323,-0.34069318,0.0
270615.0,659205.0,Indanan,10.0,121.0,5.0,-0.8571673,0.5150381,4747.2095,270_659,135_329,90_219,54_131,28.895264,31.0,0.8566842,-0.41450518,-0.35683352,30.19411,27.0,0.8652061,-0.44623953,-0.39319888,29.365242,18.0,0.8368698,-0.42334858,-0.3597614,0.0
270915.0,659205.0,Indanan,10.0,147.0,2.0,0.8910065,-0.4539905,5028.9165,270_659,135_329,90_219,54_131,29.575449,31.0,0.83054054,-0.40614742,-0.34707305,30.515406,26.0,0.8467956,-0.4378208,-0.37497026,30.553003,19.0,0.83432806,-0.4464486,-0.36707488,0.0
271215.0,659205.0,Indanan,10.0,150.0,3.0,0.70710677,0.70710677,5312.6265,271_659,135_329,90_219,54_131,28.322744,28.0,0.837812,-0.38428652,-0.34096944,30.329123,28.0,0.87443566,-0.42778423,-0.38168418,29.802748,18.0,0.8564494,-0.39756387,-0.3564367,0.0
271515.0,659205.0,Indanan,10.0,161.0,4.0,-0.2419219,-0.9702957,5598.035,271_659,135_329,90_219,54_131,28.888428,25.0,0.8570488,-0.43478402,-0.37556002,31.240025,26.0,0.8698054,-0.45606196,-0.4146051,29.271246,16.0,0.8620035,-0.44988152,-0.39007092,0.0
